group_id,context,representative_tag,member_count,total_occurrences,members,member_occurrences
85,genre_tree.sub,Visual Novel,1,1314,Visual Novel,Visual Novel:1314
86,genre_tree.traits,Immersive World,1,1312,Immersive World,Immersive World:1312
87,micro_tags,combat system,1,1298,combat system,combat system:1298
88,genre_tree.primary,Platformer,1,1296,Platformer,Platformer:1296
89,micro_tags,narrative choice,1,1251,narrative choice,narrative choice:1251
90,genre_tree.sub,Mystery,1,1222,Mystery,Mystery:1222
91,genre_tree.traits,Immersive Storytelling,1,1203,Immersive Storytelling,Immersive Storytelling:1203
92,genre_tree.primary,Shooter,1,1174,Shooter,Shooter:1174
93,micro_tags,character driven,1,1168,character driven,character driven:1168
94,genre_tree.primary,Narrative,1,1088,Narrative,Narrative:1088
95,genre_tree.sub,Escape Room,1,1049,Escape Room,Escape Room:1049
96,micro_tags,post apocalyptic,1,984,post apocalyptic,post apocalyptic:984
97,genre_tree.traits,Skill Based,1,970,Skill Based,Skill Based:970
98,genre_tree.traits,Challenging,1,968,Challenging,Challenging:968
99,micro_tags,immersive storytelling,1,959,immersive storytelling,immersive storytelling:959
100,micro_tags,environmental storytelling,1,926,environmental storytelling,environmental storytelling:926
101,genre_tree.sub,Casual,1,916,Casual,Casual:916
102,micro_tags,immersive,1,916,immersive,immersive:916
103,genre_tree.traits,Story Rich,1,905,Story Rich,Story Rich:905
104,genre_tree.primary,Horror,1,874,Horror,Horror:874
105,micro_tags,dynamic events,1,872,dynamic events,dynamic events:872
106,genre_tree.traits,Time Manipulation,1,869,Time Manipulation,Time Manipulation:869
107,micro_tags,fantasy setting,1,858,fantasy setting,fantasy setting:858
108,genre_tree.traits,Immersive,1,847,Immersive,Immersive:847
109,genre_tree.traits,Replayability,1,838,Replayability,Replayability:838
110,micro_tags,story driven,1,813,story driven,story driven:813
111,genre_tree.sub,Platformer,1,808,Platformer,Platformer:808
112,micro_tags,branching paths,1,805,branching paths,branching paths:805
113,micro_tags,immersive experience,1,788,immersive experience,immersive experience:788
114,micro_tags,puzzle elements,1,779,puzzle elements,puzzle elements:779
115,genre_tree.traits,Player Choice,1,772,Player Choice,Player Choice:772
116,genre_tree.traits,Exploratory,1,767,Exploratory,Exploratory:767
117,genre_tree.sub,Arcade,1,754,Arcade,Arcade:754
118,micro_tags,narrative choices,1,754,narrative choices,narrative choices:754
119,genre_tree.traits,Crafting,1,747,Crafting,Crafting:747
120,micro_tags,early access,1,747,early access,early access:747
121,genre_tree.traits,Non Linear Progression,2,736,Non Linear Progression | Nonlinear Progression,Non Linear Progression:735; Nonlinear Progression:1
122,micro_tags,simple mechanics,1,736,simple mechanics,simple mechanics:736
123,micro_tags,dark humor,1,733,dark humor,dark humor:733
124,genre_tree.traits,Non Linear,1,729,Non Linear,Non Linear:729
125,micro_tags,immersive world,1,726,immersive world,immersive world:726
126,micro_tags,dynamic soundtrack,1,687,dynamic soundtrack,dynamic soundtrack:687
127,genre_tree.sub,Turn-Based,1,668,Turn-Based,Turn-Based:668
128,micro_tags,puzzle,1,645,puzzle,puzzle:645
129,genre_tree.traits,Puzzle Solving,1,642,Puzzle Solving,Puzzle Solving:642
130,micro_tags,emotional impact,1,632,emotional impact,emotional impact:632
131,micro_tags,casual gameplay,1,617,casual gameplay,casual gameplay:617
132,micro_tags,visual novel,1,617,visual novel,visual novel:617
133,genre_tree.traits,Casual,1,616,Casual,Casual:616
134,micro_tags,challenging,1,606,challenging,challenging:606
135,micro_tags,interactive story,1,602,interactive story,interactive story:602
136,micro_tags,survival horror,1,593,survival horror,survival horror:593
137,micro_tags,level design,4,573,level design | creative level design | excellent level design | unique level design,level design:562; creative level design:9; excellent level design:1; unique level design:1
138,micro_tags,narrative,1,572,narrative,narrative:572
139,micro_tags,narrative focus,1,569,narrative focus,narrative focus:569
140,micro_tags,multiple endings,1,568,multiple endings,multiple endings:568
141,micro_tags,adventure,1,564,adventure,adventure:564
142,micro_tags,pixel art,3,547,pixel art | cute pixel art | retro pixel art,pixel art:545; cute pixel art:1; retro pixel art:1
143,genre_tree.traits,Competitive,1,539,Competitive,Competitive:539
144,micro_tags,turn-based,1,537,turn-based,turn-based:537
145,micro_tags,stealth,1,533,stealth,stealth:533
146,micro_tags,easy to learn,1,530,easy to learn,easy to learn:530
147,micro_tags,moral choices,1,525,moral choices,moral choices:525
148,micro_tags,short playtime,2,518,short playtime | shorter playtime,short playtime:517; shorter playtime:1
149,micro_tags,sci fi,1,516,sci fi,sci fi:516
150,micro_tags,nostalgic,1,509,nostalgic,nostalgic:509
151,genre_tree.traits,Character Focused,1,497,Character Focused,Character Focused:497
152,micro_tags,interactive,1,488,interactive,interactive:488
153,micro_tags,action-packed,1,487,action-packed,action-packed:487
154,genre_tree.sub,Sandbox,1,486,Sandbox,Sandbox:486
155,micro_tags,co op,1,481,co op,co op:481
156,micro_tags,indie,1,481,indie,indie:481
157,micro_tags,casual play,1,479,casual play,casual play:479
158,genre_tree.traits,Choice Driven,1,478,Choice Driven,Choice Driven:478
159,micro_tags,indie charm,1,478,indie charm,indie charm:478
160,genre_tree.sub,Crafting Survival,1,476,Crafting Survival,Crafting Survival:476
161,micro_tags,skill based,1,474,skill based,skill based:474
162,micro_tags,family friendly,1,472,family friendly,family friendly:472
163,genre_tree.primary,Visual Novel,1,468,Visual Novel,Visual Novel:468
164,genre_tree.sub,First Person Shooter,2,466,First Person Shooter | Third Person Shooter,First Person Shooter:372; Third Person Shooter:94
165,genre_tree.traits,Player Agency,4,465,Player Agency | Minimal Player Agency | High Player Agency | Limited Player Agency,Player Agency:461; Minimal Player Agency:2; High Player Agency:1; Limited Player Agency:1
166,micro_tags,challenging gameplay,1,458,challenging gameplay,challenging gameplay:458
167,micro_tags,suspenseful,1,458,suspenseful,suspenseful:458
168,micro_tags,voice acting,27,455,voice acting | poor voice acting | good voice acting | mediocre voice acting | decent voice acting | mixed voice acting | full voice acting | great voice acting | acceptable voice acting | awkward voice acting | buggy voice acting | fantastic voice acting | funny voice acting | lackluster voice acting | limited voice acting | native voice acting | natural voice acting | partial voice acting | polished voice acting | professional voice acting | quirky voice acting | strong voice acting | subpar voice acting | superb voice acting | terrible voice acting | unique voice acting | weak voice acting,voice acting:407; poor voice acting:10; good voice acting:5; mediocre voice acting:4; decent voice acting:3; mixed voice acting:3; full voice acting:2; great voice acting:2; acceptable voice acting:1; awkward voice acting:1; buggy voice acting:1; fantastic voice acting:1; funny voice acting:1; lackluster voice acting:1; limited voice acting:1; native voice acting:1; natural voice acting:1; partial voice acting:1; polished voice acting:1; professional voice acting:1; quirky voice acting:1; strong voice acting:1; subpar voice acting:1; superb voice acting:1; terrible voice acting:1; unique voice acting:1; weak voice acting:1
169,genre_tree.sub,2D Platformer,2,454,2D Platformer | 3D Platformer,2D Platformer:382; 3D Platformer:72
170,genre_tree.sub,Action RPG,1,440,Action RPG,Action RPG:440
171,genre_tree.sub,Stealth Action,1,439,Stealth Action,Stealth Action:439
172,micro_tags,replay value,2,428,replay value | high replay value,replay value:421; high replay value:7
173,genre_tree.sub,Multiplayer,1,424,Multiplayer,Multiplayer:424
174,genre_tree.traits,Interactive,1,424,Interactive,Interactive:424
175,micro_tags,fun gameplay,2,420,fun gameplay | funny gameplay,fun gameplay:416; funny gameplay:4
176,genre_tree.traits,Immersive Environment,1,413,Immersive Environment,Immersive Environment:413
177,micro_tags,lighthearted,1,413,lighthearted,lighthearted:413
178,micro_tags,user friendly,1,412,user friendly,user friendly:412
179,genre_tree.sub,Simulation,1,409,Simulation,Simulation:409
180,micro_tags,strategy,1,409,strategy,strategy:409
181,micro_tags,platforming,1,407,platforming,platforming:407
182,genre_tree.traits,Accessible,1,397,Accessible,Accessible:397
183,micro_tags,suspense,1,392,suspense,suspense:392
184,micro_tags,retro vibes,1,372,retro vibes,retro vibes:372
185,genre_tree.sub,Indie,1,371,Indie,Indie:371
186,micro_tags,addictive gameplay,1,370,addictive gameplay,addictive gameplay:370
187,genre_tree.traits,Player Driven Narrative,2,367,Player Driven Narrative | User Driven Narrative,Player Driven Narrative:366; User Driven Narrative:1
188,micro_tags,competitive,1,365,competitive,competitive:365
189,genre_tree.traits,Interactive Storytelling,1,363,Interactive Storytelling,Interactive Storytelling:363
190,micro_tags,decision making,1,361,decision making,decision making:361
191,genre_tree.traits,Branching Narratives,1,358,Branching Narratives,Branching Narratives:358
192,genre_tree.traits,Dynamic Events,1,357,Dynamic Events,Dynamic Events:357
193,micro_tags,strategic planning,1,357,strategic planning,strategic planning:357
194,micro_tags,dynamic environments,1,347,dynamic environments,dynamic environments:347
195,micro_tags,customization,1,344,customization,customization:344
196,genre_tree.traits,High Difficulty,1,342,High Difficulty,High Difficulty:342
197,genre_tree.traits,Turn-Based,1,342,Turn-Based,Turn-Based:342
198,micro_tags,arcade style,1,342,arcade style,arcade style:342
199,micro_tags,replayability,1,342,replayability,replayability:342
200,micro_tags,survival mechanics,1,340,survival mechanics,survival mechanics:340
201,micro_tags,single player,1,338,single player,single player:338
202,genre_tree.traits,Non Linear Story,1,335,Non Linear Story,Non Linear Story:335
203,genre_tree.traits,Puzzle Elements,2,332,Puzzle Elements | Puzzle Solving Elements,Puzzle Elements:331; Puzzle Solving Elements:1
204,genre_tree.primary,Racing,1,328,Racing,Racing:328
205,micro_tags,art style,1,328,art style,art style:328
206,micro_tags,boss battles,4,327,boss battles | epic boss battles | dark boss battles | intense boss battles,boss battles:323; epic boss battles:2; dark boss battles:1; intense boss battles:1
207,micro_tags,combat mechanics,1,327,combat mechanics,combat mechanics:327
208,micro_tags,learning curve,13,327,learning curve | steep learning curve | easy learning curve | difficult learning curve | high learning curve | frustrating learning curve | gentle learning curve | great learning curve | long learning curve | short learning curve | slow learning curve | smooth learning curve | tough learning curve,learning curve:264; steep learning curve:40; easy learning curve:7; difficult learning curve:5; high learning curve:3; frustrating learning curve:1; gentle learning curve:1; great learning curve:1; long learning curve:1; short learning curve:1; slow learning curve:1; smooth learning curve:1; tough learning curve:1
209,genre_tree.sub,Real-Time Strategy,1,323,Real-Time Strategy,Real-Time Strategy:323
210,genre_tree.traits,Branching Paths,1,321,Branching Paths,Branching Paths:321
211,genre_tree.traits,Strategic Combat,1,320,Strategic Combat,Strategic Combat:320
212,genre_tree.traits,Customization,1,315,Customization,Customization:315
213,genre_tree.sub,Psychological Horror,1,314,Psychological Horror,Psychological Horror:314
214,micro_tags,accessible,1,314,accessible,accessible:314
215,genre_tree.traits,Procedural Generation,1,307,Procedural Generation,Procedural Generation:307
216,micro_tags,repetitive gameplay,1,307,repetitive gameplay,repetitive gameplay:307
217,genre_tree.sub,Management,1,304,Management,Management:304
218,genre_tree.sub,Dungeon Crawler,1,303,Dungeon Crawler,Dungeon Crawler:303
219,genre_tree.sub,Hidden Object,1,299,Hidden Object,Hidden Object:299
220,genre_tree.traits,Decision Making,1,297,Decision Making,Decision Making:297
221,genre_tree.traits,Resource Gathering,1,295,Resource Gathering,Resource Gathering:295
222,genre_tree.traits,2D Graphics,1,289,2D Graphics,2D Graphics:289
223,genre_tree.primary,Multiplayer,1,288,Multiplayer,Multiplayer:288
224,genre_tree.sub,Logic,1,287,Logic,Logic:287
225,genre_tree.traits,Realistic Physics,1,285,Realistic Physics,Realistic Physics:285
226,genre_tree.traits,Real-Time Combat,1,281,Real-Time Combat,Real-Time Combat:281
227,genre_tree.traits,Humorous,1,280,Humorous,Humorous:280
228,genre_tree.sub,Tower Defense,1,279,Tower Defense,Tower Defense:279
229,micro_tags,quirky characters,1,277,quirky characters,quirky characters:277
230,micro_tags,unique art style,1,275,unique art style,unique art style:275
231,micro_tags,community driven,1,274,community driven,community driven:274
232,genre_tree.primary,Sports,1,272,Sports,Sports:272
233,genre_tree.traits,Artistic,1,271,Artistic,Artistic:271
234,micro_tags,challenging levels,1,270,challenging levels,challenging levels:270
235,micro_tags,character depth,1,269,character depth,character depth:269
236,micro_tags,nostalgia,1,269,nostalgia,nostalgia:269
237,micro_tags,short sessions,2,269,short sessions | short play sessions,short sessions:266; short play sessions:3
238,genre_tree.traits,Combat Focused,1,268,Combat Focused,Combat Focused:268
239,micro_tags,point and click,1,267,point and click,point and click:267
240,genre_tree.sub,Arcade Shooter,1,266,Arcade Shooter,Arcade Shooter:266
241,genre_tree.traits,Strategic,1,266,Strategic,Strategic:266
242,micro_tags,colorful graphics,1,266,colorful graphics,colorful graphics:266
243,micro_tags,indie game,1,264,indie game,indie game:264
244,genre_tree.traits,Casual Gameplay,1,263,Casual Gameplay,Casual Gameplay:263
245,genre_tree.traits,Stealth,1,263,Stealth,Stealth:263
246,micro_tags,minimalist design,2,263,minimalist design | minimalistic design,minimalist design:251; minimalistic design:12
247,genre_tree.traits,Fast-Paced Gameplay,1,262,Fast-Paced Gameplay,Fast-Paced Gameplay:262
248,micro_tags,emotional depth,1,262,emotional depth,emotional depth:262
249,micro_tags,tower defense,1,262,tower defense,tower defense:262
250,micro_tags,achievement hunting,1,261,achievement hunting,achievement hunting:261
251,genre_tree.traits,Atmospheric Storytelling,1,260,Atmospheric Storytelling,Atmospheric Storytelling:260
252,micro_tags,time management,1,259,time management,time management:259
253,micro_tags,dynamic dialogue,1,258,dynamic dialogue,dynamic dialogue:258
254,micro_tags,visual storytelling,1,256,visual storytelling,visual storytelling:256
255,micro_tags,multiplayer chaos,1,255,multiplayer chaos,multiplayer chaos:255
256,micro_tags,accessible gameplay,1,252,accessible gameplay,accessible gameplay:252
257,micro_tags,addictive,1,249,addictive,addictive:249
258,micro_tags,fun mechanics,2,248,fun mechanics | funny mechanics,fun mechanics:247; funny mechanics:1
259,genre_tree.traits,Relaxing,1,247,Relaxing,Relaxing:247
260,micro_tags,character progression,1,247,character progression,character progression:247
261,micro_tags,retro style,1,247,retro style,retro style:247
262,genre_tree.traits,Narrative Focus,2,245,Narrative Focus | Light Narrative Focus,Narrative Focus:244; Light Narrative Focus:1
263,micro_tags,community feedback,1,242,community feedback,community feedback:242
264,genre_tree.traits,Humor,1,241,Humor,Humor:241
265,micro_tags,combat,1,241,combat,combat:241
266,genre_tree.sub,Tactical,1,239,Tactical,Tactical:239
267,genre_tree.traits,Replayable,1,239,Replayable,Replayable:239
268,genre_tree.sub,Tactical Shooter,1,238,Tactical Shooter,Tactical Shooter:238
269,genre_tree.traits,Permadeath,1,238,Permadeath,Permadeath:238
270,genre_tree.traits,Level Based,1,237,Level Based,Level Based:237
271,micro_tags,emotional storytelling,1,237,emotional storytelling,emotional storytelling:237
272,micro_tags,local multiplayer,1,236,local multiplayer,local multiplayer:236
273,genre_tree.traits,Cooperative Gameplay,1,235,Cooperative Gameplay,Cooperative Gameplay:235
274,micro_tags,emotional journey,1,235,emotional journey,emotional journey:235
275,micro_tags,humor,1,235,humor,humor:235
276,micro_tags,interactive storytelling,1,235,interactive storytelling,interactive storytelling:235
277,micro_tags,puzzle mechanics,2,235,puzzle mechanics | puzzler mechanics,puzzle mechanics:234; puzzler mechanics:1
278,micro_tags,sci fi setting,2,235,sci fi setting | scifi setting,sci fi setting:234; scifi setting:1
279,micro_tags,immersive gameplay,1,234,immersive gameplay,immersive gameplay:234
280,genre_tree.traits,Community Driven,1,233,Community Driven,Community Driven:233
281,micro_tags,old school,1,233,old school,old school:233
282,genre_tree.sub,Party,1,232,Party,Party:232
283,genre_tree.primary,Arcade,1,231,Arcade,Arcade:231
284,genre_tree.traits,Dynamic Environment,1,231,Dynamic Environment,Dynamic Environment:231
285,micro_tags,psychological horror,1,229,psychological horror,psychological horror:229
286,micro_tags,collectibles,1,227,collectibles,collectibles:227
287,genre_tree.traits,Turn-Based Combat,1,226,Turn-Based Combat,Turn-Based Combat:226
288,micro_tags,hidden objects,1,226,hidden objects,hidden objects:226
289,micro_tags,power ups,8,226,power ups | card power ups | character power ups | earnable power ups | limited power ups | permanent power ups | unique power ups | wild power ups,power ups:219; card power ups:1; character power ups:1; earnable power ups:1; limited power ups:1; permanent power ups:1; unique power ups:1; wild power ups:1
290,micro_tags,quirky humor,1,226,quirky humor,quirky humor:226
291,micro_tags,strategic depth,1,226,strategic depth,strategic depth:226
292,genre_tree.sub,VR,1,225,VR,VR:225
293,genre_tree.primary,Party,1,224,Party,Party:224
294,genre_tree.traits,Dynamic Gameplay,1,224,Dynamic Gameplay,Dynamic Gameplay:224
295,micro_tags,buggy gameplay,1,223,buggy gameplay,buggy gameplay:223
296,genre_tree.sub,Life Simulation,1,219,Life Simulation,Life Simulation:219
297,genre_tree.traits,Challenging Gameplay,1,219,Challenging Gameplay,Challenging Gameplay:219
298,genre_tree.sub,Open World Survival,1,218,Open World Survival,Open World Survival:218
299,genre_tree.traits,Combat Mechanics,4,217,Combat Mechanics | Unique Combat Mechanics | Varied Combat Mechanics | Engaging Combat Mechanics,Combat Mechanics:210; Unique Combat Mechanics:4; Varied Combat Mechanics:2; Engaging Combat Mechanics:1
300,micro_tags,multiplayer fun,1,217,multiplayer fun,multiplayer fun:217
301,micro_tags,non linear,1,217,non linear,non linear:217
302,micro_tags,short experience,1,214,short experience,short experience:214
303,micro_tags,immersive story,1,213,immersive story,immersive story:213
304,micro_tags,level progression,1,212,level progression,level progression:212
305,genre_tree.traits,Crafting System,1,210,Crafting System,Crafting System:210
306,genre_tree.traits,Short Sessions,3,210,Short Sessions | Short Play Sessions | Short Gameplay Sessions,Short Sessions:158; Short Play Sessions:44; Short Gameplay Sessions:8
307,micro_tags,choice impact,1,210,choice impact,choice impact:210
308,micro_tags,VR experience,1,209,VR experience,VR experience:209
309,micro_tags,upgrade system,1,207,upgrade system,upgrade system:207
310,micro_tags,engaging story,1,205,engaging story,engaging story:205
311,micro_tags,base building,2,202,base building | minimal base building,base building:201; minimal base building:1
312,genre_tree.traits,Artistic Style,1,201,Artistic Style,Artistic Style:201
313,micro_tags,player choice,1,201,player choice,player choice:201
314,genre_tree.sub,Bullet Hell,1,200,Bullet Hell,Bullet Hell:200
315,genre_tree.traits,Minimalist,1,200,Minimalist,Minimalist:200
316,micro_tags,strategic gameplay,1,199,strategic gameplay,strategic gameplay:199
317,micro_tags,visual appeal,2,199,visual appeal | visuals appeal,visual appeal:198; visuals appeal:1
318,genre_tree.traits,Progression System,1,198,Progression System,Progression System:198
319,micro_tags,dark themes,1,198,dark themes,dark themes:198
320,micro_tags,engaging,1,198,engaging,engaging:198
321,genre_tree.traits,Explorative,1,196,Explorative,Explorative:196
322,genre_tree.traits,Narrative Choices,1,196,Narrative Choices,Narrative Choices:196
323,micro_tags,casual,1,196,casual,casual:196
324,micro_tags,thought provoking,1,196,thought provoking,thought provoking:196
325,genre_tree.traits,Team Based,1,195,Team Based,Team Based:195
326,genre_tree.primary,Role Playing,1,194,Role Playing,Role Playing:194
327,genre_tree.traits,Co Op Gameplay,1,193,Co Op Gameplay,Co Op Gameplay:193
328,micro_tags,relaxing gameplay,1,193,relaxing gameplay,relaxing gameplay:193
329,micro_tags,player feedback,1,192,player feedback,player feedback:192
330,micro_tags,short gameplay,2,192,short gameplay | shorter gameplay,short gameplay:191; shorter gameplay:1
331,micro_tags,problem solving,1,191,problem solving,problem solving:191
332,micro_tags,soundtrack,1,190,soundtrack,soundtrack:190
333,micro_tags,sandbox,1,188,sandbox,sandbox:188
334,genre_tree.traits,Easy To Learn,1,187,Easy To Learn,Easy To Learn:187
335,micro_tags,fast-paced action,3,186,fast-paced action | high paced action | slow paced action,fast-paced action:184; high paced action:1; slow paced action:1
336,micro_tags,game mechanics,2,186,game mechanics | gamey mechanics,game mechanics:185; gamey mechanics:1
337,micro_tags,mystery solving,1,185,mystery solving,mystery solving:185
338,micro_tags,replayable,1,185,replayable,replayable:185
339,micro_tags,high score,1,183,high score,high score:183
340,micro_tags,simple controls,1,182,simple controls,simple controls:182
341,micro_tags,weapon variety,2,182,weapon variety | weapons variety,weapon variety:175; weapons variety:7
342,genre_tree.traits,Exploration Focus,1,181,Exploration Focus,Exploration Focus:181
343,micro_tags,first person,1,178,first person,first person:178
344,genre_tree.sub,Hack And Slash,1,176,Hack And Slash,Hack And Slash:176
345,genre_tree.traits,Challenging Puzzles,1,175,Challenging Puzzles,Challenging Puzzles:175
346,genre_tree.traits,User Friendly,1,175,User Friendly,User Friendly:175
347,genre_tree.sub,Resource Management,1,174,Resource Management,Resource Management:174
348,micro_tags,engaging gameplay,1,174,engaging gameplay,engaging gameplay:174
349,micro_tags,nostalgic vibes,2,174,nostalgic vibes | nostalgia vibes,nostalgic vibes:173; nostalgia vibes:1
350,micro_tags,stealth gameplay,1,173,stealth gameplay,stealth gameplay:173
351,micro_tags,dynamic gameplay,1,172,dynamic gameplay,dynamic gameplay:172
352,genre_tree.traits,Character Interaction,1,171,Character Interaction,Character Interaction:171
353,genre_tree.traits,User Generated Content,2,169,User Generated Content | User Created Content,User Generated Content:163; User Created Content:6
354,genre_tree.traits,Cooperative Play,1,166,Cooperative Play,Cooperative Play:166
355,micro_tags,interactive fiction,1,166,interactive fiction,interactive fiction:166
356,micro_tags,player agency,1,166,player agency,player agency:166
357,micro_tags,potential,1,166,potential,potential:166
358,genre_tree.traits,Multiplayer Elements,1,165,Multiplayer Elements,Multiplayer Elements:165
359,genre_tree.traits,Short Playtime,1,165,Short Playtime,Short Playtime:165
360,genre_tree.traits,Visual Storytelling,1,165,Visual Storytelling,Visual Storytelling:165
361,micro_tags,character variety,1,165,character variety,character variety:165
