group_id,context,representative_tag,member_count,total_occurrences,members,member_occurrences
67,uniqueness,dynamic environments,1,842,dynamic environments,dynamic environments:842
68,vibe,satisfying,1,840,satisfying,satisfying:840
69,vibe,playful,1,838,playful,playful:838
70,structure_loop,challenge escalation,1,809,challenge escalation,challenge escalation:809
71,uniqueness,multiplayer integration,1,794,multiplayer integration,multiplayer integration:794
72,vibe,melancholic,1,787,melancholic,melancholic:787
73,narrative,character development,2,770,character development | no character development,character development:769; no character development:1
74,vibe,disappointment,1,748,disappointment,disappointment:748
75,structure_loop,upgrades,1,747,upgrades,upgrades:747
76,mechanics,puzzles,1,718,puzzles,puzzles:718
77,mechanics,interaction,1,687,interaction,interaction:687
78,vibe,quirky,1,684,quirky,quirky:684
79,mechanics,turn-based,1,669,turn-based,turn-based:669
80,structure_loop,short sessions,2,658,short sessions | short play sessions,short sessions:657; short play sessions:1
81,mechanics,customization,1,644,customization,customization:644
82,narrative,community,1,636,community,community:636
83,uniqueness,multiplayer focus,2,629,multiplayer focus | local multiplayer focus,multiplayer focus:627; local multiplayer focus:2
84,mechanics,dialogue,1,625,dialogue,dialogue:625
85,narrative,progression,1,613,progression,progression:613
86,vibe,casual,1,589,casual,casual:589
87,structure_loop,pacing,1,571,pacing,pacing:571
88,mechanics,upgrades,1,568,upgrades,upgrades:568
89,mechanics,controls,1,541,controls,controls:541
90,vibe,chaotic,1,541,chaotic,chaotic:541
91,structure_loop,character growth,1,525,character growth,character growth:525
92,vibe,satisfaction,1,523,satisfaction,satisfaction:523
93,mechanics,decision making,1,510,decision making,decision making:510
94,vibe,charming,1,505,charming,charming:505
95,vibe,relaxing,1,503,relaxing,relaxing:503
96,vibe,fun,1,497,fun,fun:497
97,vibe,nostalgia,1,494,nostalgia,nostalgia:494
98,mechanics,shooting,1,492,shooting,shooting:492
99,vibe,atmospheric,1,491,atmospheric,atmospheric:491
100,narrative,themes,1,486,themes,themes:486
101,structure_loop,repetitive,1,483,repetitive,repetitive:483
102,vibe,competitive,1,466,competitive,competitive:466
103,mechanics,progression,1,450,progression,progression:450
104,narrative,conflict,1,437,conflict,conflict:437
105,narrative,fantasy,1,434,fantasy,fantasy:434
106,structure_loop,rest,1,433,rest,rest:433
107,mechanics,movement,1,428,movement,movement:428
108,vibe,exciting,1,428,exciting,exciting:428
109,uniqueness,VR experience,1,414,VR experience,VR experience:414
110,structure_loop,mission based,1,411,mission based,mission based:411
111,uniqueness,visual style,1,410,visual style,visual style:410
112,structure_loop,feedback loops,1,386,feedback loops,feedback loops:386
113,narrative,discovery,1,384,discovery,discovery:384
114,uniqueness,character depth,1,378,character depth,character depth:378
115,structure_loop,rewards,1,375,rewards,rewards:375
116,uniqueness,dynamic weather,1,375,dynamic weather,dynamic weather:375
117,uniqueness,narrative depth,1,374,narrative depth,narrative depth:374
118,vibe,uplifting,1,374,uplifting,uplifting:374
119,vibe,addictive,1,373,addictive,addictive:373
120,vibe,tension,1,369,tension,tension:369
121,structure_loop,discovery,1,364,discovery,discovery:364
122,uniqueness,dynamic environment,1,363,dynamic environment,dynamic environment:363
123,mechanics,building,1,362,building,building:362
124,structure_loop,linear progression,2,356,linear progression | nonlinear progression,linear progression:354; nonlinear progression:2
125,structure_loop,puzzle solving,1,352,puzzle solving,puzzle solving:352
126,vibe,strategic,1,347,strategic,strategic:347
127,structure_loop,challenges,1,345,challenges,challenges:345
128,structure_loop,leveling up,1,344,leveling up,leveling up:344
129,narrative,creativity,1,335,creativity,creativity:335
130,structure_loop,event driven,1,333,event driven,event driven:333
131,vibe,emotional,1,330,emotional,emotional:330
132,mechanics,level design,1,325,level design,level design:325
133,mechanics,inventory,1,318,inventory,inventory:318
134,mechanics,navigation,1,313,navigation,navigation:313
135,mechanics,simulation,1,309,simulation,simulation:309
136,narrative,isolation,1,306,isolation,isolation:306
137,vibe,humorous,1,306,humorous,humorous:306
138,mechanics,power ups,1,303,power ups,power ups:303
139,structure_loop,leveling,1,303,leveling,leveling:303
140,vibe,adventurous,1,298,adventurous,adventurous:298
141,mechanics,physics,1,297,physics,physics:297
142,mechanics,difficulty,1,296,difficulty,difficulty:296
143,narrative,horror,1,294,horror,horror:294
144,structure_loop,decision making,1,293,decision making,decision making:293
145,uniqueness,visuals,1,293,visuals,visuals:293
146,uniqueness,character development,2,292,character development | poor character development,character development:290; poor character development:2
147,mechanics,timing,1,283,timing,timing:283
148,narrative,growth,1,283,growth,growth:283
149,structure_loop,fast-paced,1,279,fast-paced,fast-paced:279
150,structure_loop,variety,1,278,variety,variety:278
151,vibe,rewarding,1,278,rewarding,rewarding:278
152,structure_loop,episodic,1,277,episodic,episodic:277
153,structure_loop,reward system,2,277,reward system | rewards system,reward system:275; rewards system:2
154,vibe,reflective,1,275,reflective,reflective:275
155,uniqueness,early access,1,274,early access,early access:274
156,narrative,sacrifice,1,270,sacrifice,sacrifice:270
157,structure_loop,reflection,1,269,reflection,reflection:269
158,vibe,introspective,1,269,introspective,introspective:269
159,narrative,strategy,1,263,strategy,strategy:263
160,uniqueness,non linear storytelling,2,263,non linear storytelling | nonlinear storytelling,non linear storytelling:257; nonlinear storytelling:6
161,structure_loop,difficulty,1,261,difficulty,difficulty:261
162,narrative,frustration,1,260,frustration,frustration:260
163,uniqueness,sound design,3,254,sound design | immersive sound design | strong sound design,sound design:241; immersive sound design:12; strong sound design:1
164,structure_loop,difficulty curve,2,253,difficulty curve | smooth difficulty curve,difficulty curve:252; smooth difficulty curve:1
165,narrative,historical,1,250,historical,historical:250
166,uniqueness,pixel art,3,244,pixel art | retro pixel art | stylized pixel art,pixel art:240; retro pixel art:3; stylized pixel art:1
167,narrative,struggle,1,243,struggle,struggle:243
168,uniqueness,narrative branching,1,242,narrative branching,narrative branching:242
169,structure_loop,difficulty scaling,1,239,difficulty scaling,difficulty scaling:239
170,vibe,energetic,1,238,energetic,energetic:238
171,mechanics,choices,1,229,choices,choices:229
172,vibe,dynamic,1,229,dynamic,dynamic:229
173,narrative,realism,1,228,realism,realism:228
174,mechanics,collectibles,1,226,collectibles,collectibles:226
175,mechanics,survival,1,223,survival,survival:223
176,narrative,character growth,1,221,character growth,character growth:221
177,mechanics,tower defense,1,220,tower defense,tower defense:220
178,mechanics,character interaction,1,219,character interaction,character interaction:219
179,structure_loop,open world,1,217,open world,open world:217
180,structure_loop,resource gathering,1,217,resource gathering,resource gathering:217
181,narrative,romance,1,214,romance,romance:214
182,narrative,chaos,1,213,chaos,chaos:213
183,structure_loop,learning curve,4,213,learning curve | easy learning curve | high learning curve | smooth learning curve,learning curve:210; easy learning curve:1; high learning curve:1; smooth learning curve:1
184,uniqueness,environment interaction,2,213,environment interaction | environmental interaction,environment interaction:141; environmental interaction:72
185,vibe,gritty,1,213,gritty,gritty:213
186,mechanics,tactical,1,212,tactical,tactical:212
187,mechanics,leveling,1,211,leveling,leveling:211
188,narrative,post apocalyptic,1,208,post apocalyptic,post apocalyptic:208
189,narrative,identity,1,207,identity,identity:207
190,mechanics,inventory management,1,205,inventory management,inventory management:205
191,narrative,absurdity,1,203,absurdity,absurdity:203
192,narrative,teamwork,1,202,teamwork,teamwork:202
193,uniqueness,voice acting,9,202,voice acting | strong voice acting | average voice acting | celebrity voice acting | endearing voice acting | full voice acting | mixed voice acting | poor voice acting | quirky voice acting,voice acting:188; strong voice acting:6; average voice acting:2; celebrity voice acting:1; endearing voice acting:1; full voice acting:1; mixed voice acting:1; poor voice acting:1; quirky voice acting:1
194,mechanics,co op,1,198,co op,co op:198
195,narrative,sci fi,1,198,sci fi,sci fi:198
196,vibe,excitement,1,196,excitement,excitement:196
197,structure_loop,repetitive tasks,1,194,repetitive tasks,repetitive tasks:194
198,narrative,minimalism,1,191,minimalism,minimalism:191
199,narrative,character depth,1,189,character depth,character depth:189
200,vibe,retro,1,189,retro,retro:189
201,vibe,cute,1,188,cute,cute:188
202,narrative,storytelling,1,183,storytelling,storytelling:183
203,mechanics,time management,1,181,time management,time management:181
204,vibe,colorful,1,181,colorful,colorful:181
205,mechanics,hidden objects,1,179,hidden objects,hidden objects:179
206,mechanics,shooter,1,179,shooter,shooter:179
207,mechanics,item collection,1,178,item collection,item collection:178
208,vibe,thought provoking,1,177,thought provoking,thought provoking:177
209,uniqueness,cultural themes,1,176,cultural themes,cultural themes:176
210,mechanics,grinding,1,175,grinding,grinding:175
211,narrative,potential,1,174,potential,potential:174
212,uniqueness,indie charm,1,171,indie charm,indie charm:171
213,uniqueness,player choices,1,171,player choices,player choices:171
214,mechanics,management,1,168,management,management:168
215,vibe,epic,1,166,epic,epic:166
216,structure_loop,flow,1,165,flow,flow:165
217,structure_loop,replayable,1,164,replayable,replayable:164
218,vibe,curiosity,1,162,curiosity,curiosity:162
219,structure_loop,linear,1,160,linear,linear:160
220,uniqueness,customization,1,157,customization,customization:157
221,mechanics,racing,1,156,racing,racing:156
222,narrative,world building,1,154,world building,world building:154
223,vibe,calm,1,154,calm,calm:154
224,narrative,loss,1,153,loss,loss:153
225,narrative,achievement,1,152,achievement,achievement:152
226,narrative,immersion,1,152,immersion,immersion:152
227,narrative,moral ambiguity,1,152,moral ambiguity,moral ambiguity:152
228,structure_loop,grinding,1,152,grinding,grinding:152
229,vibe,fast-paced,1,152,fast-paced,fast-paced:152
230,mechanics,boss fights,1,150,boss fights,boss fights:150
231,structure_loop,trial and error,1,150,trial and error,trial and error:150
232,uniqueness,indie,1,150,indie,indie:150
233,uniqueness,affordable,1,149,affordable,affordable:149
234,uniqueness,community driven,1,149,community driven,community driven:149
235,vibe,entertaining,1,149,entertaining,entertaining:149
236,structure_loop,reset,1,148,reset,reset:148
237,uniqueness,environmental storytelling,1,148,environmental storytelling,environmental storytelling:148
238,narrative,disappointment,1,146,disappointment,disappointment:146
239,mechanics,combat system,1,145,combat system,combat system:145
240,structure_loop,iteration,1,145,iteration,iteration:145
241,mechanics,choice,1,143,choice,choice:143
242,mechanics,collecting,1,143,collecting,collecting:143
243,narrative,abandonment,1,143,abandonment,abandonment:143
244,narrative,lore,1,143,lore,lore:143
245,narrative,story,1,143,story,story:143
246,narrative,character driven,1,142,character driven,character driven:142
247,uniqueness,realism,1,142,realism,realism:142
248,mechanics,fast-paced,1,141,fast-paced,fast-paced:141
249,mechanics,mini games,1,141,mini games,mini games:141
250,narrative,lighthearted,1,141,lighthearted,lighthearted:141
251,narrative,family,1,140,family,family:140
252,narrative,dark humor,1,138,dark humor,dark humor:138
253,structure_loop,character interaction,1,138,character interaction,character interaction:138
254,structure_loop,dynamic,1,138,dynamic,dynamic:138
255,vibe,hope,1,137,hope,hope:137
256,mechanics,driving,1,136,driving,driving:136
257,narrative,psychological,1,136,psychological,psychological:136
258,structure_loop,rewarding,1,136,rewarding,rewarding:136
259,uniqueness,innovative mechanics,1,136,innovative mechanics,innovative mechanics:136
260,mechanics,action,1,135,action,action:135
261,structure_loop,exploration cycle,1,135,exploration cycle,exploration cycle:135
262,structure_loop,matchmaking,1,135,matchmaking,matchmaking:135
263,mechanics,questing,1,134,questing,questing:134
264,structure_loop,turn-based,1,132,turn-based,turn-based:132
265,uniqueness,accessible,1,132,accessible,accessible:132
266,uniqueness,player choice,1,132,player choice,player choice:132
267,mechanics,precision,1,131,precision,precision:131
268,vibe,light hearted,1,131,light hearted,light hearted:131
269,vibe,tedious,1,130,tedious,tedious:130
270,structure_loop,missions,1,129,missions,missions:129
271,uniqueness,visual novel,2,129,visual novel | first visual novel,visual novel:128; first visual novel:1
272,structure_loop,level design,1,127,level design,level design:127
273,structure_loop,task completion,1,127,task completion,task completion:127
274,uniqueness,arcade style,2,126,arcade style | classic arcade style,arcade style:125; classic arcade style:1
275,vibe,disappointing,1,126,disappointing,disappointing:126
276,mechanics,replayability,1,125,replayability,replayability:125
277,vibe,creepy,1,125,creepy,creepy:125
278,narrative,development,1,124,development,development:124
279,uniqueness,old school,1,124,old school,old school:124
280,vibe,optimistic,1,123,optimistic,optimistic:123
281,vibe,potential,1,123,potential,potential:123
282,vibe,relaxed,1,123,relaxed,relaxed:123
283,mechanics,scoring,1,122,scoring,scoring:122
284,structure_loop,exploration cycles,1,121,exploration cycles,exploration cycles:121
285,mechanics,point click,1,118,point click,point click:118
286,vibe,eerie,1,118,eerie,eerie:118
287,narrative,space,1,117,space,space:117
288,mechanics,environment interaction,2,116,environment interaction | environmental interaction,environment interaction:65; environmental interaction:51
289,narrative,character,1,116,character,character:116
290,mechanics,arcade,1,115,arcade,arcade:115
291,mechanics,roguelike,1,115,roguelike,roguelike:115
292,structure_loop,resolution,1,115,resolution,resolution:115
293,structure_loop,updates,1,115,updates,updates:115
294,mechanics,challenge,1,114,challenge,challenge:114
295,mechanics,tactics,1,113,tactics,tactics:113
296,structure_loop,combat cycles,1,113,combat cycles,combat cycles:113
297,vibe,experimental,1,113,experimental,experimental:113
298,vibe,accessible,1,111,accessible,accessible:111
299,vibe,supportive,1,111,supportive,supportive:111
300,structure_loop,combat flow,1,110,combat flow,combat flow:110
301,vibe,beautiful,1,110,beautiful,beautiful:110
302,vibe,chill,1,110,chill,chill:110
303,mechanics,tutorial,1,109,tutorial,tutorial:109
304,uniqueness,community,1,108,community,community:108
305,uniqueness,community focus,1,108,community focus,community focus:108
306,narrative,supernatural,1,107,supernatural,supernatural:107
307,structure_loop,engagement,1,107,engagement,engagement:107
308,uniqueness,community engagement,1,107,community engagement,community engagement:107
309,uniqueness,dynamic events,1,107,dynamic events,dynamic events:107
310,uniqueness,open world,6,106,open world | first open world | lack open world | large open world | live open world | small open world,open world:101; first open world:1; lack open world:1; large open world:1; live open world:1; small open world:1
311,vibe,confusion,1,106,confusion,confusion:106
312,vibe,suspense,1,106,suspense,suspense:106
313,vibe,focused,1,105,focused,focused:105
314,mechanics,character switching,1,104,character switching,character switching:104
315,narrative,simplicity,1,104,simplicity,simplicity:104
316,structure_loop,retry,1,104,retry,retry:104
317,mechanics,sandbox,1,103,sandbox,sandbox:103
318,narrative,multiple endings,1,103,multiple endings,multiple endings:103
319,narrative,user experience,1,103,user experience,user experience:103
320,vibe,boredom,1,103,boredom,boredom:103
321,vibe,enjoyable,1,103,enjoyable,enjoyable:103
322,vibe,polished,1,103,polished,polished:103
323,narrative,short story,1,102,short story,short story:102
324,structure_loop,branching paths,1,102,branching paths,branching paths:102
325,narrative,freedom,1,101,freedom,freedom:101
326,mechanics,visual novel,1,100,visual novel,visual novel:100
327,narrative,zombie apocalypse,1,100,zombie apocalypse,zombie apocalypse:100
328,structure_loop,progressive difficulty,1,100,progressive difficulty,progressive difficulty:100
329,vibe,dark humor,1,100,dark humor,dark humor:100
330,mechanics,achievements,1,99,achievements,achievements:99
331,narrative,thematic depth,1,99,thematic depth,thematic depth:99
332,structure_loop,level based,1,99,level based,level based:99
333,uniqueness,emotional depth,1,99,emotional depth,emotional depth:99
334,uniqueness,quirky characters,1,99,quirky characters,quirky characters:99
335,vibe,repetitive,1,99,repetitive,repetitive:99
336,mechanics,gunplay,1,98,gunplay,gunplay:98
337,mechanics,item management,1,98,item management,item management:98
338,mechanics,unlockables,1,98,unlockables,unlockables:98
339,narrative,surrealism,1,98,surrealism,surrealism:98
340,structure_loop,short playtime,1,98,short playtime,short playtime:98
341,mechanics,character customization,1,97,character customization,character customization:97
342,structure_loop,backtracking,1,97,backtracking,backtracking:97
343,mechanics,minigames,1,96,minigames,minigames:96
344,structure_loop,tutorial,1,96,tutorial,tutorial:96
345,vibe,challenge,1,96,challenge,challenge:96
346,mechanics,dodging,1,95,dodging,dodging:95
347,narrative,tension,1,95,tension,tension:95
348,mechanics,unit control,1,94,unit control,unit control:94
349,structure_loop,non linear,1,94,non linear,non linear:94
350,structure_loop,skill progression,2,94,skill progression | skill based progression,skill progression:93; skill based progression:1
351,uniqueness,immersive,1,94,immersive,immersive:94
352,mechanics,AI,1,93,AI,AI:93
353,narrative,relaxation,1,93,relaxation,relaxation:93
354,structure_loop,boss fights,1,93,boss fights,boss fights:93
355,mechanics,base building,1,92,base building,base building:92
356,mechanics,trading,1,92,trading,trading:92
357,narrative,retro,1,92,retro,retro:92
358,narrative,satire,1,92,satire,satire:92
359,structure_loop,quick matches,1,92,quick matches,quick matches:92
360,structure_loop,story revelation,1,92,story revelation,story revelation:92
361,vibe,cozy,1,92,cozy,cozy:92
362,structure_loop,difficulty spikes,1,91,difficulty spikes,difficulty spikes:91
363,vibe,dramatic,1,91,dramatic,dramatic:91
364,vibe,thoughtful,1,91,thoughtful,thoughtful:91
365,narrative,legacy,1,90,legacy,legacy:90
366,vibe,anticipation,1,90,anticipation,anticipation:90
367,vibe,intriguing,1,90,intriguing,intriguing:90
368,uniqueness,simple mechanics,1,89,simple mechanics,simple mechanics:89
369,vibe,immersion,1,88,immersion,immersion:88
370,narrative,action,1,87,action,action:87
371,uniqueness,depth,1,87,depth,depth:87
372,uniqueness,multiplayer dynamics,1,87,multiplayer dynamics,multiplayer dynamics:87
373,vibe,creative,1,87,creative,creative:87
374,mechanics,real-time,1,86,real-time,real-time:86
375,narrative,challenges,1,86,challenges,challenges:86
376,uniqueness,indie style,1,86,indie style,indie style:86
377,structure_loop,cutscenes,1,85,cutscenes,cutscenes:85
378,vibe,joyful,1,85,joyful,joyful:85
379,mechanics,difficulty scaling,1,84,difficulty scaling,difficulty scaling:84
380,mechanics,planning,1,84,planning,planning:84
381,narrative,mythology,1,84,mythology,mythology:84
382,narrative,technology,1,84,technology,technology:84
383,uniqueness,community feedback,1,84,community feedback,community feedback:84
384,vibe,aesthetic,1,83,aesthetic,aesthetic:83
385,mechanics,clicking,1,82,clicking,clicking:82
386,mechanics,twin stick,1,82,twin stick,twin stick:82
387,structure_loop,grind,1,82,grind,grind:82
388,structure_loop,replay value,1,82,replay value,replay value:82
389,vibe,serene,1,82,serene,serene:82
390,vibe,surreal,1,82,surreal,surreal:82
391,mechanics,skill based,1,81,skill based,skill based:81
392,structure_loop,time management,1,81,time management,time management:81
393,uniqueness,character driven,1,81,character driven,character driven:81
394,mechanics,cooperative,1,80,cooperative,cooperative:80
395,structure_loop,player choice,1,80,player choice,player choice:80
396,uniqueness,historical accuracy,1,80,historical accuracy,historical accuracy:80
397,uniqueness,music,1,80,music,music:80
398,vibe,artistic,1,80,artistic,artistic:80
399,mechanics,missions,1,79,missions,missions:79
400,narrative,improvement,1,79,improvement,improvement:79
401,narrative,whimsy,1,79,whimsy,whimsy:79
402,structure_loop,rounds,1,79,rounds,rounds:79
403,uniqueness,complexity,1,79,complexity,complexity:79
404,uniqueness,user friendly,1,79,user friendly,user friendly:79
405,narrative,perseverance,1,78,perseverance,perseverance:78
406,structure_loop,multiplayer,1,78,multiplayer,multiplayer:78
407,uniqueness,non linear story,2,78,non linear story | nonlinear story,non linear story:68; nonlinear story:10
408,vibe,serious,1,78,serious,serious:78
409,narrative,charm,1,77,charm,charm:77
410,structure_loop,learning,1,77,learning,learning:77
411,vibe,satirical,1,77,satirical,satirical:77
412,mechanics,branching,1,76,branching,branching:76
413,structure_loop,events,1,76,events,events:76
414,uniqueness,branching narratives,1,76,branching narratives,branching narratives:76
415,uniqueness,minimalist design,2,76,minimalist design | minimalistic design,minimalist design:72; minimalistic design:4
416,vibe,thrilling,1,76,thrilling,thrilling:76
417,mechanics,rhythm,1,75,rhythm,rhythm:75
418,structure_loop,round based,1,75,round based,round based:75
419,structure_loop,skill growth,1,75,skill growth,skill growth:75
420,uniqueness,strategic depth,2,75,strategic depth | deep strategic depth,strategic depth:74; deep strategic depth:1
421,vibe,stylish,1,75,stylish,stylish:75
422,narrative,characters,1,74,characters,characters:74
423,narrative,coming of age,1,74,coming of age,coming of age:74
424,narrative,consequences,1,74,consequences,consequences:74
425,narrative,early access,1,74,early access,early access:74
426,uniqueness,community support,1,74,community support,community support:74
427,uniqueness,dynamic narrative,1,74,dynamic narrative,dynamic narrative:74
428,uniqueness,free to play,1,74,free to play,free to play:74
429,vibe,enjoyment,1,74,enjoyment,enjoyment:74
430,mechanics,abilities,1,73,abilities,abilities:73
431,mechanics,achievement,1,73,achievement,achievement:73
432,mechanics,backtracking,1,73,backtracking,backtracking:73
433,mechanics,repetition,1,73,repetition,repetition:73
434,mechanics,resource gathering,1,73,resource gathering,resource gathering:73
435,narrative,alien invasion,1,73,alien invasion,alien invasion:73
436,uniqueness,graphics,1,73,graphics,graphics:73
437,mechanics,teamplay,1,72,teamplay,teamplay:72
438,narrative,atmosphere,1,72,atmosphere,atmosphere:72
439,narrative,dark fantasy,1,72,dark fantasy,dark fantasy:72
440,narrative,dystopia,1,72,dystopia,dystopia:72
441,structure_loop,freedom,1,72,freedom,freedom:72
442,structure_loop,social interaction,1,72,social interaction,social interaction:72
443,uniqueness,asymmetrical gameplay,2,72,asymmetrical gameplay | asymmetric gameplay,asymmetrical gameplay:68; asymmetric gameplay:4
444,vibe,humor,1,72,humor,humor:72
445,vibe,intensity,1,71,intensity,intensity:71
446,mechanics,modding,1,70,modding,modding:70
447,narrative,comedy,1,70,comedy,comedy:70
448,narrative,minimal story,1,70,minimal story,minimal story:70
449,mechanics,rts,1,69,rts,rts:69
450,narrative,complexity,1,69,complexity,complexity:69
451,uniqueness,hand drawn art,2,69,hand drawn art | hand painted art,hand drawn art:68; hand painted art:1
452,uniqueness,retro aesthetic,1,69,retro aesthetic,retro aesthetic:69
453,vibe,engagement,1,69,engagement,engagement:69
454,narrative,learning,1,68,learning,learning:68
455,uniqueness,atmospheric,1,68,atmospheric,atmospheric:68
456,uniqueness,time travel,1,68,time travel,time travel:68
457,mechanics,jumping,1,67,jumping,jumping:67
458,structure_loop,failure,1,67,failure,failure:67
459,uniqueness,level design,7,67,level design | creative level design | entry level design | innovative level design | intricate level design | strong level design | varied level design,level design:61; creative level design:1; entry level design:1; innovative level design:1; intricate level design:1; strong level design:1; varied level design:1
460,uniqueness,multiplayer aspect,1,67,multiplayer aspect,multiplayer aspect:67
461,narrative,learning curve,1,66,learning curve,learning curve:66
462,narrative,plot twists,1,66,plot twists,plot twists:66
463,structure_loop,incremental,1,66,incremental,incremental:66
464,uniqueness,anime style,1,66,anime style,anime style:66
465,uniqueness,experimental,1,66,experimental,experimental:66
466,uniqueness,indie development,1,66,indie development,indie development:66
467,mechanics,investigation,1,65,investigation,investigation:65
468,mechanics,speed,1,65,speed,speed:65
469,mechanics,timed challenges,2,65,timed challenges | time challenges,timed challenges:63; time challenges:2
470,structure_loop,level replay,1,65,level replay,level replay:65
471,structure_loop,short levels,1,65,short levels,short levels:65
472,vibe,silly,1,65,silly,silly:65
473,vibe,unsettling,1,65,unsettling,unsettling:65
474,mechanics,combo system,1,64,combo system,combo system:64
475,mechanics,destruction,1,64,destruction,destruction:64
476,structure_loop,world building,1,64,world building,world building:64
477,uniqueness,mod support,1,64,mod support,mod support:64
478,vibe,heartwarming,1,64,heartwarming,heartwarming:64
479,mechanics,card play,1,63,card play,card play:63
480,narrative,military,1,63,military,military:63
481,narrative,simple story,1,63,simple story,simple story:63
482,narrative,worldbuilding,1,63,worldbuilding,worldbuilding:63
483,uniqueness,cultural influence,1,63,cultural influence,cultural influence:63
484,narrative,campaign,1,62,campaign,campaign:62
485,structure_loop,conflict,1,62,conflict,conflict:62
486,structure_loop,mission progression,1,62,mission progression,mission progression:62
487,structure_loop,progressive,1,62,progressive,progressive:62
488,mechanics,bugs,1,61,bugs,bugs:61
489,narrative,survival theme,1,61,survival theme,survival theme:61
490,structure_loop,skill upgrade,1,61,skill upgrade,skill upgrade:61
491,uniqueness,minimalist,1,61,minimalist,minimalist:61
492,vibe,mediocre,1,61,mediocre,mediocre:61
493,mechanics,loot,1,60,loot,loot:60
494,mechanics,weapons,1,60,weapons,weapons:60
495,narrative,heroism,1,60,heroism,heroism:60
496,narrative,repetition,1,60,repetition,repetition:60
497,uniqueness,short playtime,1,60,short playtime,short playtime:60
